x_m,y_m
0.0,0.0
0.49967631458826306,0.01798834732517747
0.9993526291765261,0.03597669465035494
1.4990289437647892,0.05396504197553241
1.9987052583530522,0.07195338930070988
2.4983815729413155,0.08994173662588735
2.9980578875295785,0.10793008395106482
3.4977342021178415,0.1259184312762423
3.9974105167061045,0.14390677860141976
4.497086831294368,0.16189512592659722
4.996763145882631,0.1798834732517747
5.496189767337298,0.20381710883219029
5.995614760758113,0.2277895085163894
6.4950397541789275,0.2517619082005885
6.994464747599743,0.27573430788478764
7.493889741020558,0.29970670756898676
7.993314734441372,0.3236791072531858
8.492739727862187,0.347651506937385
8.992164721283002,0.37162390662158407
9.491589714703817,0.39559630630578324
9.99101470812463,0.4195687059899823
10.490439701545446,0.4435411056741814
10.989864694966261,0.46751350535838054
11.489289688387077,0.49148590504257966
11.988714681807892,0.5154583047267788
12.488139675228705,0.539430704410978
12.987564668649522,0.563403104095177
13.486989662070336,0.5873755037793762
13.986414655491151,0.6113479034635753
14.485839648911966,0.6353203031477744
14.98526464233278,0.6592927028319735
15.485057571652431,0.6735816120062681
15.984861686825187,0.6875761272311053
16.484665801997945,0.7015706424559425
16.9844699171707,0.7155651576807797
17.484274032343457,0.7295596729056169
17.984078147516215,0.743554188130454
18.48388226268897,0.7575487033552912
18.983686377861726,0.7715432185801283
19.48349049303448,0.7855377338049656
19.98329460820724,0.7995322490298027
20.483279362026437,0.7971003238278415
20.98327036226943,0.7941003778263834
21.483261362512422,0.7911004318249255
21.983252362755415,0.7881004858234676
22.483243362998408,0.7851005398220096
22.9832343632414,0.7821005938205516
23.483225363484394,0.7791006478190937
23.983216363727387,0.7761007018176357
24.48320736397038,0.7731007558161778
24.983198364213372,0.7701008098147198
25.48284957015709,0.7516517163340306
25.982488960650226,0.7326654194952914
26.48212835114336,0.7136791226565523
26.981767741636496,0.6946928258178132
27.48140713212963,0.675706528979074
27.981046522622766,0.6567202321403349
28.4806859131159,0.6377339353015958
28.980325303609035,0.6187476384628566
29.47996469410217,0.5997613416241175
29.979604084595305,0.5807750447853784
30.47883913201908,0.5531850086069315
30.97805697118136,0.5252288096138438
31.477274810343644,0.4972726106207559
31.97649264950593,0.4693164116276681
32.47571048866821,0.4413602126345802
32.97492832783049,0.4134040136414924
33.474146166992774,0.3854478146484045
33.97336400615506,0.3574916156553167
34.47258184531734,0.3295354166622288
34.97179968447963,0.301579217669141
35.471017523641905,0.27362301867605315
35.97023536280419,0.2456668196829653
36.46945320196647,0.21771062068987745
36.96867104112876,0.1897544216967896
37.46788888029104,0.16179822270370176
37.96710671945333,0.1338420237106139
38.466324558615604,0.10588582471752606
38.96554239777789,0.07792962572443823
39.46476023694017,0.04997342673135036
39.96397807610246,0.022017227738262535
40.463473212801496,-0.0003928213632658946
40.962989914437614,-0.022371556235255084
41.46250661607373,-0.04435029110724427
41.96202331770985,-0.06632902597923346
42.46154001934597,-0.08830776085122265
42.961056720982086,-0.11028649572321185
43.460573422618204,-0.13226523059520104
43.96009012425432,-0.15424396546719024
44.45960682589044,-0.17622270033917942
44.95912352752656,-0.19820143521116862
45.45878678066077,-0.21651632410378785
45.95846309524904,-0.23450467142896533
46.4581394098373,-0.25249301875414276
46.957815724425565,-0.2704813660793203
47.45749203901383,-0.28846971340449773
47.957168353602086,-0.3064580607296752
48.45684466819035,-0.32444640805485264
48.95652098277861,-0.3424347553800301
49.45619729736688,-0.3604231027052076
49.95587361195514,-0.37841145003038507
50.45566644106526,-0.3927586603498273
50.95547055623802,-0.4067531755746645
51.45527467141078,-0.4207476907995017
51.95507878658353,-0.4347422060243389
52.454882901756285,-0.4487367212491761
52.95468701692904,-0.46273123647401326
53.4544911321018,-0.47672575169885045
53.95429524727456,-0.4907202669236876
54.454099362447316,-0.5047147821485248
54.95390347762007,-0.518709297373362
55.453707592792824,-0.5327038125981991
55.95351170796558,-0.5466983278230363
56.45331582313834,-0.5606928430478735
56.9531199383111,-0.5746873582727107
57.452924053483855,-0.5886818734975479
57.952728168656606,-0.602676388722385
58.45253228382936,-0.6166709039472222
58.95233639900212,-0.6306654191720594
59.45214051417488,-0.6446599343968966
59.951944629347636,-0.6586544496217338
60.45179569690385,-0.6708430967256924
60.951651759082004,-0.6828396422179682
61.45150782126016,-0.6948361877102439
61.95136388343832,-0.7068327332025196
62.45121994561647,-0.7188292786947953
62.951076007794626,-0.7308258241870711
63.45093206997278,-0.7428223696793468
63.95078813215093,-0.7548189151716225
64.45064419432909,-0.7668154606638983
64.95050025650724,-0.778812006156174
65.45045357114375,-0.785405442853725
65.95041757503128,-0.7914050109003754
66.45038157891882,-0.7974045789470259
66.95034558280635,-0.8034041469936762
67.45030958669389,-0.8094037150403266
67.95027359058142,-0.815403283086977
68.45023759446894,-0.8214028511336274
68.95020159835649,-0.8274024191802778
69.45016560224401,-0.8334019872269282
69.95012960613155,-0.8394015552735785
70.4501035109795,-0.835498964890205
70.95007851285435,-0.8304992148714566
71.45005351472919,-0.8254994648527082
71.95002851660402,-0.8204997148339597
72.45000351847887,-0.8154999648152113
72.94997852035371,-0.8105002147964628
73.44995352222855,-0.8055004647777144
73.9499285241034,-0.800500714758966
74.44990352597824,-0.7955009647402176
74.94987852785309,-0.7905012147214692
75.44958478523141,-0.7738149477316694
75.94926109981967,-0.7558266004064919
76.44893741440794,-0.7378382530813143
76.9486137289962,-0.7198499057561369
77.44829004358446,-0.7018615584309594
77.94796635817272,-0.6838732111057819
78.44764267276099,-0.6658848637806045
78.94731898734925,-0.647896516455427
79.4469953019375,-0.6299081691302496
79.94667161652578,-0.6119198218050721
80.44607981921334,-0.5876960090393334
80.94545598865226,-0.5627272005673873
81.44483215809117,-0.5377583920954412
81.94420832753009,-0.512789583623495
82.44358449696902,-0.487820775151549
82.94296066640794,-0.4628519666796028
83.44233683584686,-0.4378831582076568
83.94171300528579,-0.4129143497357106
84.44108917472471,-0.38794554126376457
84.94046534416363,-0.3629767327918184
85.43979676847687,-0.3371305680392028
85.93912213632301,-0.3111656489112039
86.43844750416913,-0.28520072978320504
86.93777287201527,-0.2592358106552061
87.4370982398614,-0.23327089152720723
87.93642360770754,-0.2073059723992083
88.43574897555366,-0.18134105327120942
88.9350743433998,-0.1553761341432105
89.43439971124593,-0.1294112150152116
89.93372507909206,-0.10344629588721271
90.43332278969582,-0.08353373399155868
90.93296218018897,-0.06454743715281958
